nr,pre,match-2,match-1,match,match+1,match+2,post,master_category,notes,Givenness,Factuality,Type,Focus,id,title,n_words,n_tokens,n_w,n_c,n_s,publication_date,text_type,context,respondent_age,respondent_class,respondent_sex,interaction_type,region,author_age,author_domicile,author_sex,author_type,audience_age,domain,difficulty,medium,publication_place,sampling_type,circulation,audience_sex,availability,mode,derived_type,genre,cat_annotator1,cat_annotator2,decision
2066," . Right, okay then Jacqueline. Okay. Bye! Bye! I'll be  in the back garden as well okay? Right okay. Bye! Hi David. Is that you in from school? Mhm. Had a good day? Yep. Do you want a drink of juice? No. No? Nope. Why what's wrong? Mum. Aha. Well, you know  you know Micky? ",Aha. ,"Well, ",it ,was ,him ,that ran across the road and nearly got killed! Was it? Mhm. I told you it was him didn't I? Yeah. Did you say I'd seen him? Yeah. And what did he say? He said  he said he didn't really get knocked over. No but he was awful near the cars wasn't ,c,EMPTY,new,fact,IP,NP,KE4,"22 conversations recorded by `Valerie' (PS0WN) between 30 January and ?? ?? 1992 with 7 interlocutors, totalling 3280 s-units, 15170 words, and 1 hour 55 minutes 21 seconds of recordings.",16105,20195,16182,3727,3281,1985-1993,spoken_demographic,---,35-44,C1,female,dialogue,north,---,---,---,---,---,---,---,---,---,---,---,---,cleared,spoken,spoken_conversation,S:conv,,,
2067," 's cold. Here. You can say that again. Mhm. Hold that like that. Postman Pat, Postman Pat, Postman Pat  and black and white cat . Wo ho ha ha oh oh ha ha. Early in the morning . Right. I laugh like a seal! Okay. Er,. Jackie, leave that alone! I, I just asked  Peter. you to find  ",that ,"was, ",it ,was ,me ,"that did it. Where's that key, key? Where you been  But she's  Jacqueline? Get something from the fridge. Oh er erm Er er! Mm mm. Well, tell dad to put the light off. Dad, put the light off. I've, once you're in bed. Oh right. Daddy  put the light off. Right tell ",c,"(since the object in the relative clause is pronominal, the speaker assumes that the situation had already been introduced in the context - in this case outside the recording obviously.)",inact.giv,fact,canonical,NP,KE4,"22 conversations recorded by `Valerie' (PS0WN) between 30 January and ?? ?? 1992 with 7 interlocutors, totalling 3280 s-units, 15170 words, and 1 hour 55 minutes 21 seconds of recordings.",16105,20195,16182,3727,3281,1985-1993,spoken_demographic,---,35-44,C1,female,dialogue,north,---,---,---,---,---,---,---,---,---,---,---,---,cleared,spoken,spoken_conversation,S:conv,,,
2079," . Eh? Go out by the clocking in clock. Yeah that's it. When I, when you were all doing nights   Everybody else does. when Mikie was here and you were doing nights, and he called us one day and I said it's not six o'clock yet he said you're  Two minutes to I ",was ,told  ,It ,was ,two ,"minutes to six that we   Yeah  That's it. that's what I was told when I come here. Don't let her Steve I'm leaving    Steve, don't let her. Bye bye then. Okay. Ta ta then. not going down the town today ? Me? Yeah. Depends how I feel when I get home. Mm. ",c,(unfinished),un,fact,canonical,adv,KE6,"59 conversations recorded by `Wendy' (PS0X8) between 21 and 28 February 1992 with 8 interlocutors, totalling 10803 s-units, 70883 words, and 10 hours 46 minutes 58 seconds of recordings.",76586,89139,77037,10806,10804,1985-1993,spoken_demographic,---,45-59,C2,female,dialogue,south,---,---,---,---,---,---,---,---,---,---,---,---,cleared,spoken,spoken_conversation,S:conv,,,
2080,"  I said I mean they don't have to tell you everything   No  work somewhere do they? I said to Bev erm  don't mean to say, I mean I might get home and find she's got a phone call  but she said to me yes I mean we, she did think of going out ","yesterday, ",and ,it ,was ,me ,"that stopped it but if I feel so inclined today we'll go down  if she's in Yeah. cos I haven't been for about a month, three weeks. Just for the afternoon. No he's got funny attitude  He's horrible really you know. I mean there are occasions when you  Don't you ",c,EMPTY,part.giv,fact,canonical,NP,KE6,"59 conversations recorded by `Wendy' (PS0X8) between 21 and 28 February 1992 with 8 interlocutors, totalling 10803 s-units, 70883 words, and 10 hours 46 minutes 58 seconds of recordings.",76586,89139,77037,10806,10804,1985-1993,spoken_demographic,---,45-59,C2,female,dialogue,south,---,---,---,---,---,---,---,---,---,---,---,---,cleared,spoken,spoken_conversation,S:conv,,,
2198," ified from the Football League today was if two English teams finish their four games on the same number of points, is it goal difference or is it the number of goals scored that is the crucial factor? And rather surprisingly, bearing in mind what happens in the Endsleigh first division, ",that ,there ,it ,is ,goals ,"scored that dis differentiates between teams, in this league it will be goal difference that will determine the final positions, followed then by the highest number of goals and then by the highest number of goals scored away from home. So at the moment Notts County, although they scored four goals and Bolton scor",c,EMPTY,act.giv,fact,canonical,NP,KN2,BBC Radio Nottingham: radio broadcast. Sample containing about 15082 words speech recorded in leisure context,15391,17565,15553,1450,588,1985-1993,spoken_context,leisure,---,---,---,dialogue,midlands,---,---,---,---,---,---,---,---,---,---,---,---,unclaimed,spoken,spoken_other,S:brdcast:discussn,,,
2231,"  gave them a bit, watched them eat it, gave it five minutes and then eat mine! I weren't eating it until  Them two, them two are silly you know  police  I hate them! I know! Hanging about for Kevin  Yeah, and   But they they always come and knock for me and you know they kicked ","that, ",you ,it ,was ,them ,"that kicked down the walls? Them walls there with Wyon and  Was it? that lot. Yeah. And Wyon go she goes no it weren't me, it weren't me. Listen, I goes, I don't care who it was but you better not come and knock for no more because my Mum's screwing with ",c,EMPTY,new,fact,IP,NP,KPG,"39 conversations recorded by `Josie' (PS555) [dates unknown] with 34 interlocutors, totalling 6802 s-units, 42330 words, and over 59 minutes 42 seconds of recordings.",45229,55549,45527,9085,6804,1985-1993,spoken_demographic,---,0-14,AB,female,dialogue,south,---,---,---,---,---,---,---,---,---,---,---,---,cleared,spoken,spoken_conversation,S:conv,,,
2232,"  always invites me round. She goes, come round and see me! I goes, with Kelly? I don't talk to Kelly no more. I goes, she goes, yeah, you two were really close and then you just, her Kelly, her Nan doesn't obviously know that Kelly's a little bitch, do you know what I ",mean? ,Cos ,it ,was ,Kelly ,"that like, said, yeah, you're my best friend, do you know what I mean, and then made me say Kelly's my best friend, do you know what I mean? Cos I used to look up to her cos she was older than me. So I don't think her Nan really knows that Kelly ",c,EMPTY,new,un,IP,NP,KPG,"39 conversations recorded by `Josie' (PS555) [dates unknown] with 34 interlocutors, totalling 6802 s-units, 42330 words, and over 59 minutes 42 seconds of recordings.",45229,55549,45527,9085,6804,1985-1993,spoken_demographic,---,0-14,AB,female,dialogue,south,---,---,---,---,---,---,---,---,---,---,---,---,cleared,spoken,spoken_conversation,S:conv,,,
2235,"  Aha. well you probably find it's   Well she never got in contact with me again. And meeting her again, she was married. Mhm. He told  erm  I think it was Berty that tell Alec. Or Berty  telled somebody and it  Mhm. looks really  anyway, eventually. I think they're going to move down south. ",I ,think ,it ,was ,Kerry ,"that tell us. Black Kerry? And er  Margaret never got her money back from er, for  . Ah, but you never found it was Berty's son that co you know what he's like. Exactly. It's, Margaret probably said that. Well that's what Lucy said, that it wouldnae lasted too long, I mean, it ",c,(hedged by 'I think'),part.giv,fact,canonical,NP,KPJ,"7 conversations recorded by `Katriane' (PS560) on 31 January 1992 with 3 interlocutors, totalling 575 s-units, 3559 words, and 25 minutes 53 seconds of recordings.",3778,4617,3801,731,575,1985-1993,spoken_demographic,---,15-24,C1,female,dialogue,north,---,---,---,---,---,---,---,---,---,---,---,---,cleared,spoken,spoken_conversation,S:conv,,,
2246," , like, hint, hint. But he liked gripped me on the arm and then  his hand would appear from nowhere during the concert, he like kind of rubbed my arm and are you alright? . Oh it was just a nightmare! I, I know I'm a real bitch saying all this. But, you know  I think it, ",I ,thought ,it ,was ,his  ,"dingy grey suit to begin with that smelt of moth balls but it, it was his breath. It was, I don't know how it smelt    of moth balls. And he kept guffaw and going, and get this awful blast of moth balls ! Really? It was, it was a complete nightmare ! Oh. And I, I wasn'",c,EMPTY,new,fact,IP,NP,KPU,"4 conversations recorded by `Rachel2' (PS582) on 9 October 1993 with 4 interlocutors, totalling 2955 s-units, 16953 words, and over 1 hour 30 minutes 58 seconds of recordings.",17911,21482,18045,3129,2956,1985-1993,spoken_demographic,---,25-34,C1,female,dialogue,south,---,---,---,---,---,---,---,---,---,---,---,---,cleared,spoken,spoken_conversation,S:conv,,,
2253,"  how d'ya mean, nine o'clock, hour and a half yeah I suppose     mm  Paul Yeah that plant, those stairs Hello er how's Mr ? get out of there and get it done  Has he had the results of his second biopsy through? He still hasn't had it through, cos we were  yes, yes, ",big ,"improvement, ",it ,was ,just ,"that we were arranging visiting and things like that and er whether there's any need to do certain things, so er, but he's still on a, he's come off all his painkillers  his morphine's out completely, that's fantastic isn't it? Yeah and he's, but it is quite difficult to ",c,EMPTY,new,fact,IP,adv,KP1,"28 conversations recorded by `Arthur2' (PS50T) between 27 February and 2 March 1992 with 7 interlocutors, totalling 9863 s-units, 66500 words (duration not recorded).",70998,81091,71460,9101,9864,1985-1993,spoken_demographic,---,35-44,C1,male,dialogue,south,---,---,---,---,---,---,---,---,---,---,---,---,cleared,spoken,spoken_conversation,S:conv,,,
2263,"  they were, they were really dependent on, I mean on each other, they were a unit even though they were two families in a way Mm I mean it was only Margaret's sister, you see Margaret came from a large family, so there was always Plenty of people around  plenty of people around Mm ",and ,unfortunately ,it ,was ,only ,"about eight months before that she lost her mother, only her mother was the dominant feature of the family you see she kept them all together  I wonder what would of happened if she hadn't of died when she did Yeah and Clifford had, had died, I wonder how he'd of taken it then, ",c,EMPTY,new,fact,IP,adv,KP1,"28 conversations recorded by `Arthur2' (PS50T) between 27 February and 2 March 1992 with 7 interlocutors, totalling 9863 s-units, 66500 words (duration not recorded).",70998,81091,71460,9101,9864,1985-1993,spoken_demographic,---,35-44,C1,male,dialogue,south,---,---,---,---,---,---,---,---,---,---,---,---,cleared,spoken,spoken_conversation,S:conv,,,
2278,  yeah. She's in a  No we're the ones that got you to do it. Mm. I didn't want to do it  That's what I thought  I get so embarrassed. cos he was doing the thing and writing down the list and I had to go and find him  with her. Why did ,you ,think ,it ,was ,me ,that wrote the letter? Who was it then? I don't know. Oh well that's what I wanna know. Cos whoever it was they got me in trouble. In trouble  Why did you say I  beaten up by Lisa? You was. I wasn't. Cos Terry asked Simon and Simon said   because Simon cos Simon ,c,"(the way this is put can only mean this information was introduced earlier, even if that's not apparent form the text that is transcribed. Perhaps some parts were unintelligible and therefore not included.)",inact.giv,nonfact,canonical,NP,KP3,"17 conversations recorded by `Caroline' (PS51F) on ?? ?? 1993 with 9 interlocutors, totalling 2901 s-units, 17457 words, and over 2 hours 22 minutes 47 seconds of recordings.",18631,22480,18748,2925,2902,1985-1993,spoken_demographic,---,0-14,AB,female,dialogue,south,---,---,---,---,---,---,---,---,---,---,---,---,cleared,spoken,spoken_conversation,S:conv,,,
2279,  never like to like button up and I just hate it. Hi   I wonder if he's marked our books. I'm just waiting to see what mark he gave me. Probably gonna give me a zero. Pardon me. What boy? Yeah I've got one you can have it. I've just had one. Are ,sure? ,Yeah. ,It ,was ,you ,that made me like him. human being. Yeah. Oh wow. He was so kind to me . Mm. He went and said oh she  Did he? Yeah at the last  you know that disco? Oh I wasn't there. And I was with Deborah  he gave me a hard  I wonder how old he is now? Oh ,c,EMPTY,new,nonfact,IP,NP,KP3,"17 conversations recorded by `Caroline' (PS51F) on ?? ?? 1993 with 9 interlocutors, totalling 2901 s-units, 17457 words, and over 2 hours 22 minutes 47 seconds of recordings.",18631,22480,18748,2925,2902,1985-1993,spoken_demographic,---,0-14,AB,female,dialogue,south,---,---,---,---,---,---,---,---,---,---,---,---,cleared,spoken,spoken_conversation,S:conv,,,
2284," , you know what I mean? It's out of order. Well you anyway.    What was he still like that afterwards? What on the bus and stuff? What was that? Last weekend right little Jimmy, you know Alex's mate just comes up to  Yeah  and goes I'm gonna fucking kill you right  he was really ",like  ,No ,it ,was ,just ,"it was just that he, he, he wound you, he wound  up, he said oh someone's looking for you cos he wanted to get rid of him  Yeah yeah exactly. and er And so then  said you're telling porkies as a joke or something and Jimmy went  what you bloody talking about    I thought ",c,EMPTY,part.giv,un,canonical,adv,KP4,"17 conversations recorded by `Cassie' (PS51S) between [date unknown] and ?? ?? 1993 with 9 interlocutors, totalling 4375 s-units, 32640 words, and over 4 hours 50 minutes 18 seconds of recordings.",34712,40905,35054,4713,4378,1985-1993,spoken_demographic,---,15-24,AB,female,dialogue,south,---,---,---,---,---,---,---,---,---,---,---,---,cleared,spoken,spoken_conversation,S:conv,,,
2381," this overall philosophy. Now the opting out I'd just like to correct Bob on one thing that he said. I was trying to rehearse to your listeners the philosophy behind the opting out legislation, i.e. that if an Education Authority was bad a school could opt out. And I think I made it quite ",clear ,that ,it ,was ,not ,"the quality of the Education Authority that was the basis of the Banbury School's proposals, it was the County Council's decision to go ahead on a consultation for tertiary education, an entirely different animal in Oxfordshire, and I, like Bob, would agree that the erm quality of education offered in Oxfordshire is first class. ",c,EMPTY,inact.giv,nonfact,canonical,NP,KRK,Bill Heine radio phone-in. Sample containing about 8716 words speech recorded in leisure context,8822,9689,8924,765,324,1985-1993,spoken_context,leisure,---,---,---,dialogue,south,---,---,---,---,---,---,---,---,---,---,---,---,unclaimed,spoken,spoken_other,S:brdcast:discussn,,,
2383,"  schools face  That's stating the obvious. but you've got to  you've got to address both of those schools and ask yourself is it right for one to subsidise another. Now I believe that in the case of some of our small primary schools, and you have to build into the formula an element ",of ,"subsidy, ",it ,is ,the ,"size that subsidy which is open to debate. That is what the County Council is presently discussing and will come to a conclusion on February the twelfth, and I believe following that conclusion some small primary schools may seek to opt out. All I would say to you is that the very small primary schools I ",c,"(i.e., 'the size of that subsidy')",act.giv,nonfact,canonical,NP,KRK,Bill Heine radio phone-in. Sample containing about 8716 words speech recorded in leisure context,8822,9689,8924,765,324,1985-1993,spoken_context,leisure,---,---,---,dialogue,south,---,---,---,---,---,---,---,---,---,---,---,---,unclaimed,spoken,spoken_other,S:brdcast:discussn,,,
2386," d, but that would be the balance of interest in these different schools and would that be healthy? Well I certainly believe that many of these expertises will be held centrally at County Hall and will be purchased in by the schools, and there is nothing wrong in that. I will see that ","happening, ",but ,it ,is ,the ,"freedom of schools to choose that is all important, and there are some particular elements of expertise which are not available to schools because it's not available centrally, and I believe that giving schools their budgets goes a great way to meeting this. Harvey Markovitch, your views on the lessons of this opt out exercise ",c,EMPTY,inact.giv,nonfact,canonical,NP,KRK,Bill Heine radio phone-in. Sample containing about 8716 words speech recorded in leisure context,8822,9689,8924,765,324,1985-1993,spoken_context,leisure,---,---,---,dialogue,south,---,---,---,---,---,---,---,---,---,---,---,---,unclaimed,spoken,spoken_other,S:brdcast:discussn,,,
2389," ment, because I've got another gentleman who wants to actually talk about that, it's Les erm calling from Oxford — hello Les. Hello John. Would you like to make your point please. Well I've heard quite a lot of it so why I should bring the subject up then everyone started talking about it. ",mhm ,Well ,it ,is ,three ,"hundred and twenty thousand pound that they're paying to this person that should not have been there in the first place, he walked on there, he built places there without planning permission and I think if the council had played their cards right, they could have got him off without paying out this three hundred ",c,EMPTY,part.giv,un,IP,NP,KRL,Bill Heine radio phone-in (02). Sample containing about 108940 words speech recorded in leisure context,111523,124743,112798,11917,5435,1985-1993,spoken_context,leisure,---,---,---,dialogue,south,---,---,---,---,---,---,---,---,---,---,---,---,unclaimed,spoken,spoken_other,S:brdcast:discussn,,,
2394,"  you go up the scale the more competitive it becomes. Yes, but I just want to make a point here. That two hundred pounds includes VAT as well, does it not? Well that's right, but, as I say, this is one of our smaller policies and we don't, in fairness, do a great number ",of ,those. ,It ,is ,really ,"the Plan Five and Plan Six that that tend to be the bulk of our business, which, as I say, gives up to a thousand pound parts and labour, which is obviously a lot better than two hundred pounds. But you pay the premium for that. Oh yes, there is  I mean obviously we don't ",c,EMPTY,part.giv,un,IP,NP,KRL,Bill Heine radio phone-in (02). Sample containing about 108940 words speech recorded in leisure context,111523,124743,112798,11917,5435,1985-1993,spoken_context,leisure,---,---,---,dialogue,south,---,---,---,---,---,---,---,---,---,---,---,---,unclaimed,spoken,spoken_other,S:brdcast:discussn,,,
2494,"  hasn't been  haven't seen her since  I've been gonna go up all week but the weather Mm. well I hadn't been out from Monday till yesterday  Sharon's at the hospital now with the babe  mm  did you have a nice birthday then? Ah yes and no Oh. yeah it was alright, ",I ,think ,it ,was ,me ,"that was being a bit, got a bit het up in case anybody had too much and started you know  Aye  but it was alright  I thought that was why you hadn't been round cos I never come No went to Stella's  er  mine last Friday you know? Oh was it? Mm  Oh  happy ",c,(hedged by 'I think'),new,fact,IP,NP,KR0,"12 conversations recorded by `Sheila' (PS59B) between 31 January and 4 February 1992 with 9 interlocutors, totalling 2658 s-units, 18900 words, and over 1 hour 22 minutes 19 seconds of recordings.",20183,23669,20257,2924,2659,1985-1993,spoken_demographic,---,45-59,C1,female,dialogue,north,---,---,---,---,---,---,---,---,---,---,---,---,cleared,spoken,spoken_conversation,S:conv,,,
2497," 't say, Thee. No. Thou aye   Who says thee thy though thou isn't Quakers. It's er the   Know I am with thee always. Yes he'll say that. But not not when he's  Quakers talk not when he means you. I don't think that comes up much in conversations though does it ? ",I ,think ,it ,was ,James  ,"that was in a film once  What? Thou though I am with three. No but I was saying that, Thou I am with thee always, that it wouldn't say  Do you remember that film James was it James  was in it wasn't he? when he means you. He would say, Thee come here. Did ",c,(hedged by 'I think'),new,fact,IP,NP,KSS,"16 conversations recorded by `June2' (PS6R8) between 2 and 8 April 1992 with 9 interlocutors, totalling 5147 s-units, 34975 words, and over 1 hour 19 minutes 18 seconds of recordings.",37616,44454,37783,5154,5150,1985-1993,spoken_demographic,---,45-59,DE,female,dialogue,north,---,---,---,---,---,---,---,---,---,---,---,---,cleared,spoken,spoken_conversation,S:conv,,,
2512,"  use them. Mm mm! So Must still be in there somewhere. Well then mother knows more about these things than we do.   What annoys me is that I know I saw the damn thing not too long ago! It must be in there then. God, I'm thirsty again! I've been thirsty all evening! Yeah, ",so ,said ,it ,was ,that  ,"spaghetti Bolognese that did it. Makes you thirsty. Mm. Well, it's probably Mm. it's probably that. Maybe it is a flu going around then. Well these all need to be  well I mean quite often this stuff we can Throw? no, no, half of this stuff we can actually  keep bi , or or leave, ",c,EMPTY,act.giv,nonfact,canonical,NP,KSV,"25 conversations recorded by `Richard2' (PS1BY) between 21 and 27 February 1992 with 8 interlocutors, totalling 6013 s-units, 38297 words (duration not recorded).",41106,48414,41401,6631,6014,1985-1993,spoken_demographic,---,15-24,AB,male,dialogue,south,---,---,---,---,---,---,---,---,---,---,---,---,cleared,spoken,spoken_conversation,S:conv,,,
2540, pression on some tired legs; there were mistakes from both sides and also some heavy tackles which resulted in long delays whilst players received attention. Connelly deserved more reward for his efforts as he ceaselessly pushed forward and played some excellent one twos with the front ,"runners, ",but ,it ,was ,not ,"until the seventy ninth minute that Abingdon sealed the result; Herbert crossed from the right wing and Aries won a challenge in the air to get a glancing header which Green turned on to the post, but the ball rebounded over the line to make it three nil. So another three points which keeps Town on ",c,EMPTY,part.giv,fact,IP,adv,KS7,"Radio Oxford, Peter Baker talking sport: radio programme. Sample containing about 42464 words speech recorded in leisure context",43293,49563,43607,5920,1477,1985-1993,spoken_context,leisure,---,---,---,dialogue,south,---,---,---,---,---,---,---,---,---,---,---,---,unclaimed,spoken,spoken_other,S:brdcast:discussn,,,
2542," f the second to a goal-less first half at Upton Park, but after seventy one minutes the Hammers took the lead through Quinn and although Crewe fought well, their long F A Cup adventure was over. Notts County and Manchester City failed to make a vital breakthrough during the first half of ",their ,"tie, ",it ,was ,not ,"until the ninetieth minute that Notts County of the second beat Manchester City with a goal from Lund. In the first division, Sunderland took a thirty ninth minute lead at home to Nottingham Forest; Gabbiadini the scorer, and Gabbiadini's first goal in three months was enough to send the  Roker fans away in a happy ",c,EMPTY,part.giv,fact,IP,adv,KS7,"Radio Oxford, Peter Baker talking sport: radio programme. Sample containing about 42464 words speech recorded in leisure context",43293,49563,43607,5920,1477,1985-1993,spoken_context,leisure,---,---,---,dialogue,south,---,---,---,---,---,---,---,---,---,---,---,---,unclaimed,spoken,spoken_other,S:brdcast:discussn,,,
2544,"  effort from Kenny Campbell, well saved by keeper, Andy Hopping, after Roger Charles had found him with a great cross, but Harefield went in at half time with a deserved one nil lead. After the break, Town began to assert themselves and came close several times through Charles and Liam ","Herbert, ",but ,it ,was ,not ,"until the fifty sixth minute that they equalised. Town won a corner on the left, there was cross to Campbell, who hit a superb volley against the far upright, and Steve Aries took the rebound well to score. A minute later, Harefield's Paul Swayles was lucky to stay on the field, after a deliberate elbow ",c,EMPTY,part.giv,fact,IP,adv,KS7,"Radio Oxford, Peter Baker talking sport: radio programme. Sample containing about 42464 words speech recorded in leisure context",43293,49563,43607,5920,1477,1985-1993,spoken_context,leisure,---,---,---,dialogue,south,---,---,---,---,---,---,---,---,---,---,---,---,unclaimed,spoken,spoken_other,S:brdcast:discussn,,,
2657," ign that all thirty one pits earmarked for closure last year, will now shut. In the Commons, the Energy Minister Tim Eggar said the government was prepared to go on funding the current redundancy terms available to miners until April next year. Labour's Robin Cook said the miners had ",been ,betrayed. ,It ,was ,just ,over a year ago that British Coal announced the closure of thirty one of Britain's deep mines. Five months later the government gave twelve of the pits a reprieve after an unprecedented outcry from the public and M Ps. But today British Coal said the closure review procedure was being reintroduced after its suspension last ,c,EMPTY,inact.giv,fact,canonical,adv,K6F,Six O'Clock News: television broadcast. Sample containing about 4963 words speech recorded in leisure context,5070,5534,5099,429,290,1985-1993,spoken_context,leisure,---,---,---,dialogue,south,---,---,---,---,---,---,---,---,---,---,---,---,unclaimed,spoken,spoken_other,S:brdcast:news,,,
2661,"  if a song interested him he just What do you mean by ballad kind of songs? Well more the slow, er songs, not the fast. The love songs and things like that ? Things like that. Mhm. but I I never sang anywhere, I just sang round the house as well. Mhm. And it was really er ",I ,think ,it ,was ,really ,"the pantomimes that I started singing  Was it? here, oh yes. I never I never went out  Were you were you in the drama clubs here when you were younger then as well? I was in the  Drama Club when I was when I stayed at home, but we didn't do pantomimes, we we did ",c,(read 'at the pantomimes' presumably.),part.giv,fact,canonical,adv,K6K,Oral history project: interview. Sample containing about 3883 words speech recorded in leisure context,3927,4568,3973,528,348,1985-1993,spoken_context,leisure,---,---,---,dialogue,north,---,---,---,---,---,---,---,---,---,---,---,---,unclaimed,spoken,spoken_other,S:interview:oral_history,,,
2662,"   then? Bands like what Tommy has, you know accordion bands. That er they were all more or less that kind of band. So by the time you came here it would mostly just be Tommy that was playing? Roundabouts, er the only one I can remember is Tommy round about, you know playing er in the ",Hall. ,"And , ",it ,was ,just ,"these kind of bands that Mhm. were in those days, the accordion bands. So  but we fair enjoyed them , they think, the younger ones don't like them nowadays but Mhm. we enjoyed them. Cos I like, I like the accordion, I like country dancing. Did you go to the Country Dancing Club at all? Oh ",c,"(nothing new at all is said with this cleft, essentially. More like a means to keep the discourse going.)",inact.giv,fact,canonical,NP,K6K,Oral history project: interview. Sample containing about 3883 words speech recorded in leisure context,3927,4568,3973,528,348,1985-1993,spoken_context,leisure,---,---,---,dialogue,north,---,---,---,---,---,---,---,---,---,---,---,---,unclaimed,spoken,spoken_other,S:interview:oral_history,,,
2664,"  used to go to the country dancing. So was there a drama club going in  when you came here? No. That would be finished up? That was finished up, mhm. What about the  one, was it still going? When you came here? I don't think so, I can't remember  eh it going then. Because ",I ,think ,it ,was ,Tommy ,"that said it was really after the  one finished and there was nothing else round about that there was a gap of a few years and then you got started again here. Yes, but er it was actually Mike  that got it back up here,Mike  and Grace , John  's first wife that started it up. ",c,(hedged by 'I think'),new,un,IP,NP,K6K,Oral history project: interview. Sample containing about 3883 words speech recorded in leisure context,3927,4568,3973,528,348,1985-1993,spoken_context,leisure,---,---,---,dialogue,north,---,---,---,---,---,---,---,---,---,---,---,---,unclaimed,spoken,spoken_other,S:interview:oral_history,,,
2665," ? When you came here? I don't think so, I can't remember  eh it going then. Because I think it was Tommy that said it was really after the  one finished and there was nothing else round about that there was a gap of a few years and then you got started again here. Yes, ",but ,er ,it ,was ,actually ,"Mike  that got it back up here,Mike  and Grace , John  's first wife that started it up. I can remember Leslie coming home, I think I must have been expecting Doreen at the time, that was in, that was early early on, nineteen, well that was nineteen sixty three, and he was, he had heard ",c,EMPTY,act.giv,fact,canonical,NP,K6K,Oral history project: interview. Sample containing about 3883 words speech recorded in leisure context,3927,4568,3973,528,348,1985-1993,spoken_context,leisure,---,---,---,dialogue,north,---,---,---,---,---,---,---,---,---,---,---,---,unclaimed,spoken,spoken_other,S:interview:oral_history,,,
2669,"  mean, the the trade. As I say, Well you've you've to spend a lot of time. It's like everything else that's done by hand it's Aha . That's it, time is money. Time and money you know. Why is it called French polishing? I don't know how it came to ","be, ",whether ,it ,was ,the ,"the French that really in invented it. I suppose there must have been something associated er you know, the French would proba they were really first in the field with all these sort of  Mm. I mean if you listen to the antiques. Yes. Mhm. The the antique show you can se, they can tell you ",c,(embedded in conditional.),new,un,IP,NP,K6L,Oral history project: interview. Sample containing about 7341 words speech recorded in leisure context,7504,8396,7543,757,592,1985-1993,spoken_context,leisure,---,---,---,dialogue,north,---,---,---,---,---,---,---,---,---,---,---,---,unclaimed,spoken,spoken_other,S:interview:oral_history,,,
2678,  horse and the cattle. Was it quite a sophisticated mill  Mhm. Mhm. Aye. They got a new engine in the mill er  the start of the war I think. Cos an oil engine was in it for a while and then they put a new diesel engine in I think it would be  nineteen thirty nine ,or ,something. . ,It ,was ,Mr  ,"that was the laird there. Mr  oh yes I remember him and  the wife died but I didn't mind er Willie  aye, well i didn't mind him. And Mrs  she was the laird for quite a while a while after the war. She was laird. Did she stay here at that time? No she ",c,(Possibly the name of the Mr was deleted for privacy reasons.),part.giv,fact,IP,NP,K6P,Orkney Library Sound Archive tape OLSA 123: interview for oral history project. Sample containing about 6822 words speech recorded in leisure context,6815,7975,6830,751,734,1985-1993,spoken_context,leisure,---,---,---,dialogue,north,---,---,---,---,---,---,---,---,---,---,---,---,unclaimed,spoken,spoken_other,S:interview:oral_history,,,
2680,"  stayed in, it didn't go out with the sea-gusting.. Well what . Oh it was shorthorn and Aberdeen Angus mainly . And that's what you had at Holland? Aye mhm. Aye well there were some of the  no there were no  there were no  at er Holland. Er there were  at Howar  when I was ",there. ,But ,it ,was ,just ,"the shorthorn and the Aberdeen Angus that was at Holland. And do you remember You must remember sort of changes in the chemicals that were you know, that was used on the land in the in the time that you were . Oh aye. When you started, what kind of fertilizers did you use? There weren't ",c,EMPTY,inact.giv,fact,canonical,NP,K6P,Orkney Library Sound Archive tape OLSA 123: interview for oral history project. Sample containing about 6822 words speech recorded in leisure context,6815,7975,6830,751,734,1985-1993,spoken_context,leisure,---,---,---,dialogue,north,---,---,---,---,---,---,---,---,---,---,---,---,unclaimed,spoken,spoken_other,S:interview:oral_history,,,
2684,  to them at the at that night. That night  Very good. Yes. that was last year. Yes that was the diamond jubilee. Yes. just last year you see cos nineteen twenty four it start and Stronsay was well on the first to have to start the W I. Yeah. Cos  Mrs  the l what they called ,the ,laird  ,it ,was ,his ,wife that was the president first. She she . Aye. Yeah. And that was Stronsay  there were about the first to have a diamond jubilee. Yeah. There's some just having it now and some not even still had it you see. Mhm. But you were one of the first to start. I wasn't a founder ,c,EMPTY,new,fact,IP,NP,K6R,Orkney Sound Archive tape OSA 303: interview for oral history project. Sample containing about 6793 words speech recorded in leisure context,6818,7919,6829,774,733,1985-1993,spoken_context,leisure,---,---,---,dialogue,north,---,---,---,---,---,---,---,---,---,---,---,---,unclaimed,spoken,spoken_other,S:interview:oral_history,,,
